Project,Site,Coordinates,Year,Parcel,Block,N dose (kg/ha),P2O5 dose (kg/ha),K2O dose (kg/ha),Leaf N (%),Leaf P (%),Leaf K (%),Leaf Ca (%),Leaf Mg (%),Leaf Al (ppm),Leaf B (ppm),Leaf Cu (ppm),Leaf Zn (ppm),Leaf Fe (ppm),Leaf Mn (ppm),Leaf Mo (ppm),Berry yield (kg/ha),Berry dry matter_fraction,Soil NO3 (ppm),Soil NH4 (ppm),Soil P (mg/kg),Soil K (mg/kg),Soil Ca (mg/kg),Soil Mg (mg/kg),pH H2O
NP_E2,St-Eugène,48' 59'N 72' 17'O,2005,55,4,0,90,30,1.62,0.11,0.53,0.30,0.16,77.4,41.2,2.94,5.26,30.8,192,0.26,7764,0.12,0.00,0.19,79,101,840,73,4.78
NP_E2,St-Eugène,48' 59'N 72' 17'O,2005,56,4,60,0,30,1.86,0.12,0.62,0.28,0.14,78.6,40.5,2.58,5.13,31.6,187,0.28,5159,0.13,0.07,1.11,66,104,503,42,4.89
NP_E2,St-Eugène,48' 59'N 72' 17'O,2005,57,4,90,30,30,2.04,0.14,0.65,0.26,0.13,79.2,39.4,2.54,4.94,30.7,194,0.23,4495,0.13,0.00,2.54,45,35,232,24,4.77
NP_E2,St-Eugène,48' 59'N 72' 17'O,2005,58,4,0,0,30,1.59,0.11,0.58,0.32,0.16,81.2,41.4,3.16,5.58,28.0,202,0.29,5245,0.14,0.00,3.31,81,119,750,70,4.77
NP_E2,St-Eugène,48' 59'N 72' 17'O,2005,59,4,0,60,30,1.64,0.13,0.52,0.31,0.16,83.4,39.6,3.11,5.48,29.2,192,0.24,6776,0.14,0.00,0.43,134,59,422,41,4.89
NP_E2,St-Eugène,48' 59'N 72' 17'O,2005,60,4,30,90,30,1.72,0.14,0.63,0.32,0.14,84.3,37.9,2.54,4.10,32.3,190,0.20,7792,0.13,0.00,0.00,125,27,161,19,5.00
NP_E2,St-Eugène,48' 59'N 72' 17'O,2005,61,4,30,60,30,1.65,0.12,0.67,0.30,0.16,104.6,46.2,3.07,5.59,38.9,203,0.19,4508,0.14,0.07,1.33,100,128,878,67,4.50
NP_E2,St-Eugène,48' 59'N 72' 17'O,2005,62,4,60,60,30,1.94,0.10,0.70,0.27,0.17,90.4,35.0,2.62,6.87,34.1,203,0.32,9118,0.13,0.52,0.51,66,125,869,82,4.82
NP_E2,St-Eugène,48' 59'N 72' 17'O,2005,63,4,0,30,30,1.88,0.14,0.59,0.40,0.19,82.4,40.3,3.77,6.53,31.6,194,0.16,10030,0.13,0.00,0.24,173,120,623,61,4.69
NP_E2,St-Eugène,48' 59'N 72' 17'O,2005,64,4,90,60,30,2.08,0.13,0.70,0.32,0.17,77.0,38.1,2.55,6.46,28.5,191,0.24,9774,0.13,0.26,0.32,235,105,595,48,4.59
NP_N1,Normandin,48' 59'N 72' 32'O,2006,1,1,90,30,30,1.91,0.14,0.70,0.29,0.09,54.5,43.5,4.42,6.80,18.1,181,0.12,1406,0.15,0.00,14.16,63,194,788,100,3.99
NP_N1,Normandin,48' 59'N 72' 32'O,2006,2,1,0,60,30,1.65,0.12,0.71,0.34,0.12,38.5,35.2,4.94,5.96,13.7,186,0.12,1002,.,0.00,5.69,132,177,651,94,4.43
NP_N1,Normandin,48' 59'N 72' 32'O,2006,3,1,30,0,30,1.77,0.15,0.83,0.34,0.11,44.1,38.4,5.60,8.30,17.3,197,0.09,2706,0.16,0.00,10.86,78,225,704,100,4.15
NP_N1,Normandin,48' 59'N 72' 32'O,2006,4,1,90,60,30,1.95,0.15,0.71,0.39,0.14,48.8,38.1,3.53,8.32,20.3,190,0.09,3093,0.14,0.00,4.27,198,131,994,81,4.66
NP_N1,Normandin,48' 59'N 72' 32'O,2006,5,1,90,90,30,1.90,0.18,0.67,0.41,0.11,.,.,.,.,.,.,.,2226,0.13,0.00,3.80,116,127,675,80,4.37
NP_N1,Normandin,48' 59'N 72' 32'O,2006,6,1,30,90,30,1.63,0.15,0.55,0.41,0.13,63.6,37.1,5.16,8.78,17.0,201,0.09,3784,0.14,0.00,2.96,143,142,548,85,4.24
NP_N1,Normandin,48' 59'N 72' 32'O,2006,7,1,90,0,30,2.00,0.14,0.69,0.34,0.11,36.5,29.9,3.53,9.19,20.1,181,0.11,.,0.14,0.00,3.02,85,223,877,110,4.07
NP_N1,Normandin,48' 59'N 72' 32'O,2006,8,1,0,0,30,1.50,0.14,0.54,0.30,0.11,38.2,35.1,4.80,7.85,17.4,177,0.12,.,0.13,0.00,1.94,122,177,671,103,4.32
NP_N1,Normandin,48' 59'N 72' 32'O,2006,9,1,30,30,30,1.76,0.13,0.60,0.37,0.12,46.4,39.0,4.73,8.78,17.1,198,0.08,1670,0.13,0.00,3.39,48,188,596,79,3.94
NP_N1,Normandin,48' 59'N 72' 32'O,2006,10,1,0,90,30,1.74,0.14,0.66,0.36,0.13,55.0,46.5,5.02,7.95,18.8,191,0.06,1352,0.14,0.00,7.86,163,198,1064,121,4.31
NP_N1,Normandin,48' 59'N 72' 32'O,2006,11,1,60,0,30,1.91,0.15,0.66,0.42,0.14,60.2,43.2,6.45,.,22.8,202,0.08,1674,0.15,0.00,9.06,55,283,1288,170,3.84
NP_N1,Normandin,48' 59'N 72' 32'O,2006,12,1,30,60,30,1.72,0.14,0.62,0.39,0.15,59.4,36.4,5.50,9.73,19.0,199,0.08,3010,0.14,0.00,5.95,95,303,1007,147,4.12
NP_N1,Normandin,48' 59'N 72' 32'O,2006,13,1,60,30,30,1.89,0.16,0.72,0.40,0.14,62.6,33.4,5.34,10.46,22.5,196,0.09,2176,0.16,0.00,10.51,41,365,1454,185,3.74
NP_N1,Normandin,48' 59'N 72' 32'O,2006,14,1,0,30,30,1.56,0.14,0.70,0.39,0.12,49.6,32.7,6.36,10.90,18.2,175,0.10,2492,0.14,0.00,3.34,114,276,1286,166,4.23
NP_N1,Normandin,48' 59'N 72' 32'O,2006,15,1,60,90,30,1.97,0.17,0.65,0.38,0.14,50.9,36.1,6.31,9.13,21.8,197,0.11,3462,0.15,0.00,4.50,103,170,807,105,3.95
NP_N1,Normandin,48' 59'N 72' 32'O,2006,16,1,60,60,30,1.66,0.14,0.71,0.45,0.15,66.6,32.9,5.68,.,21.5,198,0.07,1798,0.15,0.00,1.98,140,205,913,117,4.09
NP_N1,Normandin,48' 59'N 72' 32'O,2006,17,2,30,0,30,1.53,0.12,0.62,0.37,0.12,42.7,33.8,4.92,5.22,13.7,173,0.10,.,.,0.00,4.52,81,221,866,111,3.92
NP_N1,Normandin,48' 59'N 72' 32'O,2006,18,2,0,90,30,1.50,0.12,0.61,0.43,0.15,45.5,31.8,5.28,6.43,15.4,178,0.13,.,.,0.00,3.20,108,217,991,149,4.02
NP_N1,Normandin,48' 59'N 72' 32'O,2006,19,2,90,30,30,1.83,0.17,0.68,0.44,0.13,63.5,35.8,4.01,7.89,20.7,191,0.08,1496,0.15,0.00,3.53,56,246,1012,128,3.96
NP_N1,Normandin,48' 59'N 72' 32'O,2006,20,2,90,60,30,1.97,0.16,0.71,0.41,0.13,51.7,36.5,4.16,7.46,22.0,189,0.10,1224,0.16,0.00,5.29,23,155,1005,103,4.15
NP_N1,Normandin,48' 59'N 72' 32'O,2006,21,2,0,30,30,1.72,0.14,0.59,0.40,0.12,51.3,35.2,5.79,6.77,15.8,182,0.10,2030,0.13,0.00,10.82,80,263,1684,197,4.26
NP_N1,Normandin,48' 59'N 72' 32'O,2006,22,2,0,60,30,1.58,0.14,0.60,0.46,0.14,59.8,44.6,6.14,7.79,18.2,190,0.12,3168,0.14,0.00,3.97,43,134,505,81,4.09
NP_N1,Normandin,48' 59'N 72' 32'O,2006,23,2,30,60,30,1.66,0.16,0.58,0.44,0.16,50.8,35.1,4.71,6.89,16.7,203,0.09,.,0.13,0.00,5.63,91,166,927,114,4.21
NP_N1,Normandin,48' 59'N 72' 32'O,2006,24,2,60,90,30,1.69,0.18,0.63,0.44,0.16,40.6,28.9,3.77,7.55,19.0,192,0.08,2084,0.14,0.00,2.69,127,137,490,77,4.30
NP_N1,Normandin,48' 59'N 72' 32'O,2006,25,2,90,0,30,1.79,0.13,0.70,0.51,0.17,36.8,30.4,3.90,7.44,18.1,181,0.09,2018,0.14,0.00,3.18,98,121,455,74,4.09
NP_N1,Normandin,48' 59'N 72' 32'O,2006,26,2,30,90,30,1.74,0.18,0.68,0.45,0.17,49.4,33.0,5.29,7.82,17.5,200,0.07,1654,0.15,0.00,6.33,110,224,1188,133,4.00
NP_N1,Normandin,48' 59'N 72' 32'O,2006,27,2,0,0,30,1.75,0.13,0.64,0.51,0.18,67.6,44.0,6.60,9.09,21.1,193,0.11,2084,0.15,0.00,4.98,88,246,769,119,4.18
NP_N1,Normandin,48' 59'N 72' 32'O,2006,28,2,30,30,30,1.85,0.15,0.64,0.53,0.19,64.9,41.3,6.81,10.03,20.7,198,0.07,1552,0.17,0.00,6.55,55,217,1056,164,4.10
NP_N1,Normandin,48' 59'N 72' 32'O,2006,29,2,60,30,30,1.91,0.17,0.71,0.54,0.17,50.1,26.6,4.56,8.37,19.5,183,0.13,1140,.,0.00,7.62,54,250,1382,161,3.92
NP_N1,Normandin,48' 59'N 72' 32'O,2006,30,2,60,0,30,1.87,0.15,0.68,0.51,0.14,40.0,32.5,4.53,9.51,17.4,154,0.07,2096,0.16,0.42,2.41,168,137,1265,107,5.25
NP_N1,Normandin,48' 59'N 72' 32'O,2006,31,2,60,60,30,1.83,0.18,0.64,0.55,0.17,47.7,28.3,3.69,7.98,23.8,176,0.07,1698,0.15,0.00,0.00,98,109,305,63,4.33
NP_N1,Normandin,48' 59'N 72' 32'O,2006,32,2,90,90,30,1.80,0.17,0.70,0.51,0.20,66.6,32.0,4.52,9.47,19.1,202,0.07,1016,0.16,0.00,6.47,135,182,964,108,3.92
NP_N1,Normandin,48' 59'N 72' 32'O,2006,33,3,0,60,30,1.47,0.12,0.62,0.42,0.16,39.0,43.3,4.78,5.28,13.4,169,0.07,.,.,0.00,11.36,80,206,979,139,4.76
NP_N1,Normandin,48' 59'N 72' 32'O,2006,34,3,60,60,30,1.67,0.14,0.61,0.53,0.18,42.5,35.4,4.60,6.17,16.6,174,0.11,.,.,0.00,11.83,67,236,1185,150,3.80
NP_N1,Normandin,48' 59'N 72' 32'O,2006,35,3,60,0,30,1.57,0.13,0.63,0.47,0.17,43.9,41.4,4.11,5.83,16.0,176,0.03,.,.,0.00,11.86,75,182,516,105,4.26
NP_N1,Normandin,48' 59'N 72' 32'O,2006,36,3,0,0,30,1.64,0.13,0.59,0.44,0.17,54.0,48.7,4.70,6.26,19.1,180,0.11,1786,0.16,0.00,15.29,38,268,1114,163,4.14
NP_N1,Normandin,48' 59'N 72' 32'O,2006,37,3,0,30,30,1.58,0.15,0.60,0.48,0.18,55.6,42.6,5.96,7.09,17.0,200,0.06,2212,0.12,0.00,4.96,62,279,1074,163,4.03
NP_N1,Normandin,48' 59'N 72' 32'O,2006,38,3,90,90,30,1.90,0.19,0.67,0.47,0.17,55.7,38.6,4.08,8.46,18.9,209,0.09,4408,0.13,0.00,3.64,87,148,719,102,4.10
NP_N1,Normandin,48' 59'N 72' 32'O,2006,39,3,90,30,30,1.78,0.13,0.66,0.33,0.15,34.1,30.5,3.85,7.02,16.6,195,0.13,3786,0.14,0.00,7.16,93,168,553,95,4.00
NP_N1,Normandin,48' 59'N 72' 32'O,2006,40,3,0,90,30,1.32,0.11,0.56,0.34,0.16,34.0,33.4,4.16,5.05,13.1,178,0.10,1546,0.14,0.00,9.88,129,152,672,112,4.39
NP_N1,Normandin,48' 59'N 72' 32'O,2006,41,3,60,90,30,1.76,0.14,0.62,0.36,0.16,31.3,35.9,3.39,6.25,16.8,192,0.09,1516,0.14,0.00,2.52,142,126,377,85,4.46
NP_N1,Normandin,48' 59'N 72' 32'O,2006,42,3,30,0,30,1.57,0.11,0.65,0.40,0.19,38.2,33.7,5.44,6.93,17.8,185,0.04,1740,0.15,0.00,3.37,92,150,354,77,4.28
NP_N1,Normandin,48' 59'N 72' 32'O,2006,43,3,30,90,30,1.78,0.11,0.67,0.34,0.17,41.2,37.4,4.67,7.25,16.6,201,0.08,1026,.,0.00,3.22,126,134,443,88,4.17
NP_N1,Normandin,48' 59'N 72' 32'O,2006,44,3,60,30,30,2.06,0.17,0.64,0.36,0.18,55.1,40.3,4.71,8.40,20.7,189,0.06,2190,0.18,0.00,4.50,76,183,547,97,4.08
NP_N1,Normandin,48' 59'N 72' 32'O,2006,45,3,90,60,30,1.97,0.14,0.74,0.38,0.16,50.6,30.9,3.79,7.76,21.1,188,0.10,.,.,0.00,6.87,124,143,586,109,4.13
NP_N1,Normandin,48' 59'N 72' 32'O,2006,46,3,30,60,30,1.55,0.12,0.60,0.39,0.18,40.1,36.1,4.11,6.90,17.3,185,0.09,.,.,0.00,2.37,169,122,429,82,4.59
NP_N1,Normandin,48' 59'N 72' 32'O,2006,47,3,30,30,30,1.52,0.13,0.62,0.37,0.14,52.7,29.6,4.36,6.57,17.1,177,0.05,1606,0.15,0.00,6.36,96,204,888,130,4.23
NP_N1,Normandin,48' 59'N 72' 32'O,2006,48,3,90,0,30,1.70,0.11,0.69,0.38,0.17,58.4,29.0,5.18,10.10,20.1,193,0.06,.,.,0.00,5.76,50,146,739,105,3.87
NP_N1,Normandin,48' 59'N 72' 32'O,2006,49,4,30,60,30,1.54,0.12,0.67,0.34,0.16,48.9,34.4,4.20,5.29,16.2,179,0.11,.,.,0.00,3.34,141,144,481,87,4.17
NP_N1,Normandin,48' 59'N 72' 32'O,2006,50,4,60,0,30,1.60,0.11,0.72,0.41,0.15,50.7,36.6,4.09,4.90,17.2,168,0.08,.,.,0.00,3.87,105,207,690,103,4.01
NP_N1,Normandin,48' 59'N 72' 32'O,2006,51,4,60,30,30,1.70,0.13,0.68,0.41,0.18,45.5,41.3,3.60,5.73,15.8,193,0.08,1034,.,0.00,3.12,120,118,358,75,4.02
NP_N1,Normandin,48' 59'N 72' 32'O,2006,52,4,90,90,30,1.87,0.14,0.76,0.35,0.16,.,.,.,.,.,.,.,1180,.,0.00,2.34,97,114,353,69,4.10
NP_N1,Normandin,48' 59'N 72' 32'O,2006,53,4,0,90,30,1.62,0.14,0.70,0.32,0.16,44.2,33.9,4.75,5.34,14.2,198,0.07,1830,0.11,0.00,1.99,173,134,445,92,4.32
NP_N1,Normandin,48' 59'N 72' 32'O,2006,54,4,30,30,30,1.70,0.14,0.68,0.36,0.18,49.0,34.1,4.30,5.86,15.3,200,0.06,2786,0.12,0.00,2.66,112,128,357,79,4.30
NP_N1,Normandin,48' 59'N 72' 32'O,2006,55,4,60,90,30,1.74,0.15,0.71,0.33,0.17,44.1,38.3,3.97,6.95,16.6,206,0.04,3066,0.13,0.00,1.36,53,54,100,49,4.65
NP_N1,Normandin,48' 59'N 72' 32'O,2006,56,4,0,60,30,1.49,0.11,0.73,0.35,0.16,40.4,42.8,5.03,6.22,16.7,190,0.06,.,.,0.00,2.54,161,124,579,92,4.47
NP_N1,Normandin,48' 59'N 72' 32'O,2006,57,4,90,60,30,1.83,0.12,0.68,0.34,0.14,35.9,34.8,3.45,6.01,17.8,184,0.08,1070,.,0.00,7.57,136,162,658,109,4.21
NP_N1,Normandin,48' 59'N 72' 32'O,2006,58,4,0,0,30,1.58,0.09,0.63,0.37,0.16,52.4,37.3,6.38,7.00,20.1,183,0.07,1462,0.14,0.00,3.16,139,144,343,81,4.38
NP_N1,Normandin,48' 59'N 72' 32'O,2006,59,4,0,30,30,1.67,0.15,0.70,0.41,0.19,54.9,48.8,5.75,7.42,20.3,198,0.06,.,.,0.00,2.45,124,105,198,64,4.60
NP_N1,Normandin,48' 59'N 72' 32'O,2006,60,4,90,30,30,1.93,0.14,0.70,0.42,0.17,56.0,40.7,4.15,7.68,22.6,185,0.05,2320,0.17,0.00,3.77,105,146,385,76,4.17
NP_N1,Normandin,48' 59'N 72' 32'O,2006,61,4,30,90,30,1.69,0.12,0.71,0.42,0.19,47.9,37.4,4.22,7.81,18.3,185,0.09,1062,0.15,0.00,4.75,128,230,1057,139,3.97
NP_N1,Normandin,48' 59'N 72' 32'O,2006,62,4,90,0,30,1.79,0.11,0.69,0.39,0.15,42.6,35.6,3.11,7.20,23.1,168,0.08,.,.,0.00,3.58,118,142,505,88,4.50
NP_N1,Normandin,48' 59'N 72' 32'O,2006,63,4,30,0,30,1.64,0.13,0.68,0.42,0.15,48.7,29.5,4.45,6.22,18.5,175,0.08,1744,0.15,0.00,4.63,83,186,597,104,4.22
NP_N1,Normandin,48' 59'N 72' 32'O,2006,64,4,60,60,30,1.71,0.13,0.71,0.38,0.19,53.0,30.3,4.51,7.82,18.7,193,0.08,.,.,0.00,3.75,145,177,589,104,4.22
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,1,1,30,30,30,1.44,0.08,0.61,0.45,0.17,45.7,38.0,5.20,7.63,18.3,186,0.06,3584,0.15,0.64,2.94,85,140,499,32,5.18
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,2,1,60,0,30,1.58,0.11,0.59,0.41,0.15,41.1,35.8,4.11,7.48,19.5,185,0.02,2970,0.15,0.00,3.34,37,119,592,37,4.29
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,3,1,90,0,30,1.76,0.10,0.60,0.37,0.15,47.9,40.6,4.31,8.29,22.2,207,0.08,.,0.15,0.00,3.99,28,108,620,40,4.23
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,4,1,90,60,30,1.87,0.11,0.57,0.44,0.14,38.2,39.7,3.71,8.32,21.1,207,0.05,1864,0.15,0.00,1.62,86,75,235,9,4.35
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,5,1,60,60,30,1.37,0.08,0.49,0.34,0.14,34.9,43.9,4.84,6.19,14.2,188,0.07,4152,0.14,0.00,2.74,35,92,720,48,4.54
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,6,1,0,60,30,1.71,0.11,0.56,0.40,0.15,39.1,35.5,3.69,6.36,18.5,198,0.07,.,0.15,0.00,2.25,158,93,457,22,4.45
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,7,1,0,0,30,1.43,0.09,0.51,0.45,0.17,42.5,47.0,5.00,6.71,13.5,181,0.05,.,0.17,0.00,2.39,24,118,687,42,4.54
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,8,1,60,30,30,1.59,0.11,0.58,0.52,0.17,46.3,40.3,4.04,7.40,16.7,189,0.04,4114,0.17,0.00,1.84,30,69,257,12,4.31
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,9,1,60,90,30,1.68,0.14,0.57,0.47,0.18,45.7,35.4,3.69,6.42,15.7,210,0.10,.,0.15,0.00,3.65,83,86,784,40,4.34
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,10,1,0,90,30,1.45,0.11,0.54,0.37,0.15,44.1,35.6,5.18,4.84,13.7,188,0.09,5038,0.15,0.00,1.93,112,80,324,17,4.70
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,11,1,90,90,30,1.77,0.13,0.58,0.46,0.17,62.0,38.4,4.26,7.15,21.9,204,0.03,5352,0.14,0.00,1.96,129,51,149,6,4.61
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,12,1,30,60,30,1.42,0.10,0.46,0.46,0.19,43.5,29.3,5.25,7.58,18.0,191,0.06,4886,0.11,0.00,3.53,121,128,921,66,4.38
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,13,1,90,30,30,1.63,0.12,0.51,0.40,0.17,54.5,33.5,4.14,6.66,22.4,211,0.03,2310,0.13,0.00,3.41,43,74,453,21,4.22
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,14,1,30,0,30,1.42,0.10,0.43,0.44,0.19,49.3,34.4,5.08,7.02,16.7,210,0.06,2402,0.15,0.00,3.58,27,95,895,56,4.36
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,15,1,0,30,30,1.34,0.10,0.45,0.38,0.19,52.5,36.4,6.15,6.85,16.2,193,0.06,3120,0.15,0.00,1.90,117,79,554,30,4.61
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,16,1,30,90,30,1.59,0.12,0.52,0.46,0.16,50.0,31.9,4.58,5.67,16.4,192,0.04,4436,0.16,0.00,2.07,95,53,275,11,4.57
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,17,2,60,90,30,1.69,0.14,0.62,0.48,0.15,48.1,32.6,3.62,7.12,22.7,193,0.06,3356,0.16,0.00,1.94,105,60,209,8,4.37
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,18,2,30,90,30,1.49,0.12,0.59,0.42,0.15,39.6,42.0,4.62,6.52,16.2,195,0.04,3762,0.15,0.00,1.56,130,68,447,20,4.40
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,19,2,90,60,30,1.98,0.19,0.62,0.41,0.15,39.1,39.8,4.19,8.57,23.2,209,0.03,1724,0.16,0.00,2.33,59,79,287,13,4.30
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,20,2,60,30,30,1.76,0.12,0.58,0.40,0.15,35.0,41.2,3.77,7.31,16.0,198,0.07,.,0.15,0.00,2.80,65,65,342,13,4.35
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,21,2,0,30,30,1.37,0.12,0.54,0.31,0.14,36.5,46.2,4.61,6.67,15.4,188,0.06,1616,0.16,0.00,1.53,49,54,158,8,4.62
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,22,2,0,60,30,1.49,0.11,0.51,0.37,0.15,39.6,45.7,4.18,5.23,13.8,185,0.04,2232,0.16,0.00,1.32,78,56,179,11,4.66
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,23,2,0,90,30,1.43,0.12,0.57,0.43,0.16,45.9,44.3,4.51,6.45,14.1,170,0.05,3974,0.16,0.00,4.15,74,73,417,24,4.55
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,24,2,30,60,30,1.48,0.14,0.56,0.49,0.18,45.5,38.7,3.95,6.57,14.7,195,0.08,3828,0.16,0.00,2.49,87,57,248,11,4.58
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,25,2,90,30,30,1.89,0.16,0.62,0.46,0.15,42.5,40.0,3.15,5.88,16.8,195,0.00,5842,0.14,0.00,2.65,40,65,337,13,4.31
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,26,2,90,0,30,1.93,0.12,0.68,0.44,0.14,49.6,42.9,3.95,5.79,22.9,185,0.06,5156,0.15,0.00,1.67,29,56,150,5,4.44
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,27,2,60,0,30,1.65,0.12,0.64,0.44,0.15,58.3,37.6,4.60,6.18,19.0,188,0.08,.,0.13,0.00,3.74,50,45,125,4,4.50
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,28,2,60,60,30,1.59,0.14,0.54,0.48,0.16,57.7,33.7,4.49,5.47,19.1,196,0.07,4834,0.12,0.00,3.38,62,62,350,11,4.42
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,29,2,30,30,30,1.42,0.12,0.48,0.46,0.17,51.4,32.2,5.09,6.73,17.5,183,0.07,2792,0.14,0.00,1.41,51,59,183,7,4.53
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,30,2,90,90,30,1.74,0.17,0.51,0.48,0.19,54.2,33.8,3.96,6.73,25.4,.,0.07,2038,0.15,0.00,1.68,105,58,414,13,4.43
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,31,2,0,0,30,1.35,0.12,0.43,0.47,0.20,59.8,43.5,5.01,5.75,15.2,202,0.06,1682,0.15,0.00,1.00,29,51,165,5,4.63
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,32,2,30,0,30,1.51,0.12,0.55,0.42,0.14,48.1,34.4,4.70,5.64,17.1,181,0.03,3592,0.16,0.00,1.36,23,59,189,8,4.52
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,33,3,30,0,30,1.52,0.11,0.63,0.40,0.13,43.2,44.8,4.49,5.38,16.7,167,0.06,5606,0.15,0.00,2.09,44,76,425,18,4.39
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,34,3,90,30,30,1.88,0.13,0.61,0.41,0.15,40.3,48.1,4.53,8.66,20.8,194,0.06,2796,0.16,0.00,2.31,52,88,283,13,4.20
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,35,3,30,90,30,1.64,0.14,0.57,0.42,0.15,39.2,46.7,3.93,5.82,14.8,196,0.05,2520,0.16,0.00,1.44,68,93,313,17,4.44
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,36,3,90,0,30,1.85,0.14,0.64,0.42,0.15,38.3,46.8,3.58,6.27,18.8,196,0.07,.,0.15,0.00,2.15,33,102,346,20,4.33
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,37,3,60,60,30,1.68,0.16,0.58,0.47,0.18,36.4,44.8,4.35,7.59,19.2,210,0.07,2920,0.15,0.00,1.64,71,56,223,7,4.35
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,38,3,0,60,30,1.38,0.11,0.53,0.37,0.17,43.7,51.4,4.36,6.68,16.4,191,0.08,1178,0.16,0.00,2.17,44,67,331,19,4.50
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,39,3,60,90,30,1.70,0.15,0.58,0.49,0.18,49.8,43.8,3.76,6.49,16.4,202,0.07,2664,0.15,0.00,4.06,58,64,332,13,4.45
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,40,3,0,0,30,1.43,0.11,0.59,0.40,0.16,37.1,46.5,4.45,5.34,13.2,178,0.09,2846,0.14,0.00,4.67,36,76,218,11,4.64
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,41,3,90,60,30,1.77,0.14,0.59,0.43,0.15,38.5,43.3,2.86,5.93,19.9,185,0.10,3578,0.14,0.00,5.36,99,50,184,5,4.38
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,42,3,60,30,30,1.78,0.13,0.60,0.46,0.17,52.3,37.9,4.20,5.95,20.3,201,0.01,5738,0.12,0.00,4.76,62,66,257,10,4.57
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,43,3,0,90,30,1.43,0.11,0.55,0.40,0.16,49.1,36.9,5.33,4.91,14.1,173,0.05,4426,0.11,0.00,1.08,98,43,239,7,4.69
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,44,3,30,60,30,1.59,0.12,0.58,0.44,0.15,57.0,34.7,4.86,4.79,19.5,176,0.03,4836,0.11,0.00,1.21,78,36,123,2,4.66
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,45,3,30,30,30,1.49,0.13,0.48,0.46,0.19,52.9,35.2,5.64,6.44,18.1,193,0.07,2572,0.13,0.00,1.09,48,54,167,10,4.54
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,46,3,0,30,30,1.44,0.13,0.45,0.44,0.20,55.2,38.4,5.07,5.66,15.4,201,0.06,1030,0.16,0.00,0.80,75,69,181,8,4.70
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,47,3,90,90,30,1.79,0.16,0.54,0.45,0.18,54.8,39.7,3.59,5.69,23.6,215,0.04,3000,0.15,0.00,0.80,76,33,118,2,4.42
NP_SM1,St-Méthode,48' 43'N 72' 24'O,2006,48,3,60,0,30,1.72,0.12,0.57,0.37,0.14,48.2,41.6,4.62,5.85,21.2,189,0.03,3076,0.15,0.00,1.24,21,54,237,10,4.48
